Size,Method,Threads,Time_Sec
1024,Tiled,155,0.002318
1024,RowMajor,156,0.001479
1024,ColMajor,156,0.025432
1024,NumpyStrided,156,0.002017
1024,Morton,156,0.008426
1024,Tiled,156,0.003494
1024,RowMajor,157,0.001630
1024,ColMajor,157,0.027091
1024,NumpyStrided,157,0.001770
1024,Morton,157,0.006336
1024,Tiled,157,0.002416
1024,RowMajor,158,0.001449
1024,ColMajor,158,0.024305
1024,NumpyStrided,158,0.001962
1024,Morton,158,0.007161
1024,Tiled,158,0.002049
1024,RowMajor,159,0.001462
1024,ColMajor,159,0.024510
1024,NumpyStrided,159,0.002033
1024,Morton,159,0.006503
1024,Tiled,159,0.001820
1024,RowMajor,160,0.001439
1024,ColMajor,160,0.024884
1024,NumpyStrided,160,0.002344
1024,Morton,160,0.006310
1024,Tiled,160,0.002826
1024,RowMajor,161,0.001394
1024,ColMajor,161,0.025808
1024,NumpyStrided,161,0.001886
1024,Morton,161,0.005154
1024,Tiled,161,0.001853
1024,RowMajor,162,0.001388
1024,ColMajor,162,0.026999
1024,NumpyStrided,162,0.001732
1024,Morton,162,0.005429
1024,Tiled,162,0.001987
1024,RowMajor,163,0.001686
1024,ColMajor,163,0.024444
1024,NumpyStrided,163,0.002334
1024,Morton,163,0.006107
1024,Tiled,163,0.001942
1024,RowMajor,164,0.001394
1024,ColMajor,164,0.024967
1024,NumpyStrided,164,0.002036
1024,Morton,164,0.007218
1024,Tiled,164,0.002122
1024,RowMajor,165,0.001381
1024,ColMajor,165,0.024119
1024,NumpyStrided,165,0.001777
1024,Morton,165,0.007127
1024,Tiled,165,0.002278
1024,RowMajor,166,0.001376
1024,ColMajor,166,0.026182
1024,NumpyStrided,166,0.002293
1024,Morton,166,0.006865
1024,Tiled,166,0.002008
1024,RowMajor,167,0.001424
1024,ColMajor,167,0.026914
1024,NumpyStrided,167,0.001982
1024,Morton,167,0.007984
1024,Tiled,167,0.002569
1024,RowMajor,168,0.001666
1024,ColMajor,168,0.030923
1024,NumpyStrided,168,0.002053
1024,Morton,168,0.010851
1024,Tiled,168,0.003080
1024,RowMajor,169,0.001580
1024,ColMajor,169,0.032702
1024,NumpyStrided,169,0.001916
1024,Morton,169,0.006515
1024,Tiled,169,0.002309
1024,RowMajor,170,0.001528
1024,ColMajor,170,0.025081
1024,NumpyStrided,170,0.002030
1024,Morton,170,0.005321
1024,Tiled,170,0.001799
1024,RowMajor,171,0.001411
1024,ColMajor,171,0.024053
1024,NumpyStrided,171,0.001797
1024,Morton,171,0.006361
1024,Tiled,171,0.001934
1024,RowMajor,172,0.001371
1024,ColMajor,172,0.028123
1024,NumpyStrided,172,0.001795
1024,Morton,172,0.008770
1024,Tiled,172,0.003396
1024,RowMajor,173,0.001583
1024,ColMajor,173,0.027236
1024,NumpyStrided,173,0.001782
1024,Morton,173,0.008731
1024,Tiled,173,0.002109
1024,RowMajor,174,0.001389
1024,ColMajor,174,0.027183
1024,NumpyStrided,174,0.002009
1024,Morton,174,0.006643
1024,Tiled,174,0.002453
1024,RowMajor,175,0.001404
1024,ColMajor,175,0.027401
1024,NumpyStrided,175,0.003001
1024,Morton,175,0.008380
1024,Tiled,175,0.002325
1024,RowMajor,176,0.001420
1024,ColMajor,176,0.028827
1024,NumpyStrided,176,0.002860
1024,Morton,176,0.008177
1024,Tiled,176,0.002423
1024,RowMajor,177,0.002181
1024,ColMajor,177,0.028825
1024,NumpyStrided,177,0.001964
1024,Morton,177,0.007610
1024,Tiled,177,0.002257
1024,RowMajor,178,0.001415
1024,ColMajor,178,0.030809
1024,NumpyStrided,178,0.002513
1024,Morton,178,0.007120
1024,Tiled,178,0.002162
1024,RowMajor,179,0.001371
1024,ColMajor,179,0.029422
1024,NumpyStrided,179,0.002118
1024,Morton,179,0.007009
1024,Tiled,179,0.002423
1024,RowMajor,180,0.001533
1024,ColMajor,180,0.028886
1024,NumpyStrided,180,0.002128
1024,Morton,180,0.006680
1024,Tiled,180,0.002087
1024,RowMajor,181,0.001474
1024,ColMajor,181,0.028706
1024,NumpyStrided,181,0.001730
1024,Morton,181,0.006559
1024,Tiled,181,0.002230
1024,RowMajor,182,0.001518
1024,ColMajor,182,0.030055
1024,NumpyStrided,182,0.001941
1024,Morton,182,0.007134
1024,Tiled,182,0.003647
1024,RowMajor,183,0.002255
1024,ColMajor,183,0.030352
1024,NumpyStrided,183,0.001778
1024,Morton,183,0.009308
1024,Tiled,183,0.003047
1024,RowMajor,184,0.001496
1024,ColMajor,184,0.027998
1024,NumpyStrided,184,0.002374
1024,Morton,184,0.007600
1024,Tiled,184,0.002316
1024,RowMajor,185,0.001467
1024,ColMajor,185,0.027663
1024,NumpyStrided,185,0.001771
1024,Morton,185,0.006664
1024,Tiled,185,0.002655
1024,RowMajor,186,0.001548
1024,ColMajor,186,0.027414
1024,NumpyStrided,186,0.002410
1024,Morton,186,0.006663
1024,Tiled,186,0.002519
1024,RowMajor,187,0.001466
1024,ColMajor,187,0.029089
1024,NumpyStrided,187,0.001986
1024,Morton,187,0.006733
1024,Tiled,187,0.002898
1024,RowMajor,188,0.001491
1024,ColMajor,188,0.028395
1024,NumpyStrided,188,0.001903
1024,Morton,188,0.007404
1024,Tiled,188,0.002233
1024,RowMajor,189,0.001447
1024,ColMajor,189,0.028331
1024,NumpyStrided,189,0.001805
1024,Morton,189,0.006669
1024,Tiled,189,0.002176
1024,RowMajor,190,0.001400
1024,ColMajor,190,0.025031
1024,NumpyStrided,190,0.002064
1024,Morton,190,0.005958
1024,Tiled,190,0.001865
1024,RowMajor,191,0.001643
1024,ColMajor,191,0.029142
1024,NumpyStrided,191,0.002446
1024,Morton,191,0.008921
1024,Tiled,191,0.002573
1024,RowMajor,192,0.002018
1024,ColMajor,192,0.034326
1024,NumpyStrided,192,0.002503
1024,Morton,192,0.009475
1024,Tiled,192,0.002042
1024,RowMajor,193,0.001537
1024,ColMajor,193,0.036442
1024,NumpyStrided,193,0.003521
1024,Morton,193,0.007956
1024,Tiled,193,0.002535
1024,RowMajor,194,0.001737
1024,ColMajor,194,0.036364
1024,NumpyStrided,194,0.002075
1024,Morton,194,0.007502
1024,Tiled,194,0.002103
1024,RowMajor,195,0.001567
1024,ColMajor,195,0.031195
1024,NumpyStrided,195,0.002192
1024,Morton,195,0.007731
1024,Tiled,195,0.002128
1024,RowMajor,196,0.001628
1024,ColMajor,196,0.031116
1024,NumpyStrided,196,0.001765
1024,Morton,196,0.006365
1024,Tiled,196,0.003810
1024,RowMajor,197,0.001387
1024,ColMajor,197,0.027593
1024,NumpyStrided,197,0.002375
1024,Morton,197,0.010171
1024,Tiled,197,0.002238
1024,RowMajor,198,0.002082
1024,ColMajor,198,0.037481
1024,NumpyStrided,198,0.002392
1024,Morton,198,0.007941
1024,Tiled,198,0.002015
1024,RowMajor,199,0.001784
1024,ColMajor,199,0.033146
1024,NumpyStrided,199,0.001967
1024,Morton,199,0.007955
1024,Tiled,199,0.002611
1024,RowMajor,200,0.001675
1024,ColMajor,200,0.034656
1024,NumpyStrided,200,0.001893
1024,Morton,200,0.008367
1024,Tiled,200,0.002749
2048,RowMajor,1,0.022635
2048,ColMajor,1,0.196517
2048,NumpyStrided,1,0.009387
2048,Morton,1,0.050683
2048,Tiled,1,0.013621
2048,RowMajor,2,0.007944
2048,ColMajor,2,0.199488
2048,NumpyStrided,2,0.007067
2048,Morton,2,0.030528
2048,Tiled,2,0.009304
2048,RowMajor,3,0.006008
2048,ColMajor,3,0.194059
2048,NumpyStrided,3,0.010077
2048,Morton,3,0.046032
2048,Tiled,3,0.023263
2048,RowMajor,4,0.021531
2048,ColMajor,4,0.284523
2048,NumpyStrided,4,0.009494
2048,Morton,4,0.039421
2048,Tiled,4,0.011301
2048,RowMajor,5,0.006268
2048,ColMajor,5,0.197493
2048,NumpyStrided,5,0.008545
2048,Morton,5,0.034429
2048,Tiled,5,0.010882
2048,RowMajor,6,0.006780
2048,ColMajor,6,0.193453
2048,NumpyStrided,6,0.008200
2048,Morton,6,0.035153
2048,Tiled,6,0.010582
2048,RowMajor,7,0.008729
2048,ColMajor,7,0.197892
2048,NumpyStrided,7,0.007676
2048,Morton,7,0.029208
2048,Tiled,7,0.009460
2048,RowMajor,8,0.006066
2048,ColMajor,8,0.205058
2048,NumpyStrided,8,0.007793
2048,Morton,8,0.030673
2048,Tiled,8,0.008751
2048,RowMajor,9,0.006752
2048,ColMajor,9,0.189633
2048,NumpyStrided,9,0.008468
2048,Morton,9,0.032989
2048,Tiled,9,0.009176
2048,RowMajor,10,0.005666
2048,ColMajor,10,0.221632
2048,NumpyStrided,10,0.009744
2048,Morton,10,0.034700
2048,Tiled,10,0.009183
2048,RowMajor,11,0.005966
2048,ColMajor,11,0.233101
2048,NumpyStrided,11,0.007012
2048,Morton,11,0.038390
2048,Tiled,11,0.012449
2048,RowMajor,12,0.007924
2048,ColMajor,12,0.191744
2048,NumpyStrided,12,0.007588
2048,Morton,12,0.029057
2048,Tiled,12,0.012623
2048,RowMajor,13,0.005659
2048,ColMajor,13,0.216070
2048,NumpyStrided,13,0.009511
2048,Morton,13,0.040209
2048,Tiled,13,0.011399
2048,RowMajor,14,0.006634
2048,ColMajor,14,0.201813
2048,NumpyStrided,14,0.007546
2048,Morton,14,0.034096
2048,Tiled,14,0.009943
2048,RowMajor,15,0.008126
2048,ColMajor,15,0.229929
2048,NumpyStrided,15,0.007697
2048,Morton,15,0.033944
2048,Tiled,15,0.010232
2048,RowMajor,16,0.006210
2048,ColMajor,16,0.185911
2048,NumpyStrided,16,0.006741
2048,Morton,16,0.034453
2048,Tiled,16,0.008642
2048,RowMajor,17,0.008247
2048,ColMajor,17,0.196870
2048,NumpyStrided,17,0.007699
2048,Morton,17,0.036293
2048,Tiled,17,0.011243
2048,RowMajor,18,0.005725
2048,ColMajor,18,0.199351
2048,NumpyStrided,18,0.009758
2048,Morton,18,0.061738
2048,Tiled,18,0.015245
2048,RowMajor,19,0.011669
2048,ColMajor,19,0.196616
2048,NumpyStrided,19,0.007770
2048,Morton,19,0.029776
2048,Tiled,19,0.008879
2048,RowMajor,20,0.006515
2048,ColMajor,20,0.195779
2048,NumpyStrided,20,0.008018
2048,Morton,20,0.028338
2048,Tiled,20,0.009375
2048,RowMajor,21,0.005592
2048,ColMajor,21,0.196657
2048,NumpyStrided,21,0.007594
2048,Morton,21,0.027228
2048,Tiled,21,0.008684
2048,RowMajor,22,0.006032
2048,ColMajor,22,0.225653
2048,NumpyStrided,22,0.008261
2048,Morton,22,0.034913
2048,Tiled,22,0.010150
2048,RowMajor,23,0.007511
2048,ColMajor,23,0.193275
2048,NumpyStrided,23,0.008044
2048,Morton,23,0.030697
2048,Tiled,23,0.009985
2048,RowMajor,24,0.007680
2048,ColMajor,24,0.197506
2048,NumpyStrided,24,0.007801
2048,Morton,24,0.034382
2048,Tiled,24,0.013340
2048,RowMajor,25,0.006901
2048,ColMajor,25,0.211110
2048,NumpyStrided,25,0.008480
2048,Morton,25,0.037172
2048,Tiled,25,0.011006
2048,RowMajor,26,0.007220
2048,ColMajor,26,0.247708
2048,NumpyStrided,26,0.009651
2048,Morton,26,0.051355
2048,Tiled,26,0.016538
2048,RowMajor,27,0.008411
2048,ColMajor,27,0.215004
2048,NumpyStrided,27,0.009034
2048,Morton,27,0.045360
2048,Tiled,27,0.017248
2048,RowMajor,28,0.006692
2048,ColMajor,28,0.199111
2048,NumpyStrided,28,0.009037
2048,Morton,28,0.041308
2048,Tiled,28,0.012855
2048,RowMajor,29,0.006731
2048,ColMajor,29,0.201430
2048,NumpyStrided,29,0.009155
2048,Morton,29,0.042889
2048,Tiled,29,0.015254
2048,RowMajor,30,0.007020
2048,ColMajor,30,0.212448
2048,NumpyStrided,30,0.008858
2048,Morton,30,0.039487
2048,Tiled,30,0.012705
2048,RowMajor,31,0.006912
2048,ColMajor,31,0.215450
2048,NumpyStrided,31,0.008045
2048,Morton,31,0.034062
2048,Tiled,31,0.014981
2048,RowMajor,32,0.006637
2048,ColMajor,32,0.213291
2048,NumpyStrided,32,0.008736
2048,Morton,32,0.039341
2048,Tiled,32,0.010040
2048,RowMajor,33,0.008350
2048,ColMajor,33,0.226691
2048,NumpyStrided,33,0.007930
2048,Morton,33,0.038175
2048,Tiled,33,0.010729
2048,RowMajor,34,0.007622
2048,ColMajor,34,0.240398
2048,NumpyStrided,34,0.008968
2048,Morton,34,0.037396
2048,Tiled,34,0.015551
2048,RowMajor,35,0.006939
2048,ColMajor,35,0.221932
2048,NumpyStrided,35,0.008283
2048,Morton,35,0.038757
2048,Tiled,35,0.012095
2048,RowMajor,36,0.008549
2048,ColMajor,36,0.223050
2048,NumpyStrided,36,0.008724
2048,Morton,36,0.039585
2048,Tiled,36,0.011254
2048,RowMajor,37,0.007199
2048,ColMajor,37,0.217962
2048,NumpyStrided,37,0.009553
2048,Morton,37,0.039745
2048,Tiled,37,0.012511
2048,RowMajor,38,0.006965
2048,ColMajor,38,0.205682
2048,NumpyStrided,38,0.010662
2048,Morton,38,0.038139
2048,Tiled,38,0.010353
2048,RowMajor,39,0.006134
2048,ColMajor,39,0.207752
2048,NumpyStrided,39,0.008605
2048,Morton,39,0.037879
2048,Tiled,39,0.015005
2048,RowMajor,40,0.008097
2048,ColMajor,40,0.203916
2048,NumpyStrided,40,0.008180
2048,Morton,40,0.033064
2048,Tiled,40,0.013032
2048,RowMajor,41,0.006416
2048,ColMajor,41,0.209494
2048,NumpyStrided,41,0.008917
2048,Morton,41,0.035101
2048,Tiled,41,0.011479
2048,RowMajor,42,0.006605
2048,ColMajor,42,0.206336
2048,NumpyStrided,42,0.008953
2048,Morton,42,0.035284
2048,Tiled,42,0.013857
2048,RowMajor,43,0.006717
2048,ColMajor,43,0.212384
2048,NumpyStrided,43,0.008283
2048,Morton,43,0.032541
2048,Tiled,43,0.011657
2048,RowMajor,44,0.007009
2048,ColMajor,44,0.204808
2048,NumpyStrided,44,0.008122
2048,Morton,44,0.036610
2048,Tiled,44,0.016758
2048,RowMajor,45,0.007214
2048,ColMajor,45,0.215354
2048,NumpyStrided,45,0.009406
2048,Morton,45,0.039247
2048,Tiled,45,0.012444
2048,RowMajor,46,0.006874
2048,ColMajor,46,0.212590
2048,NumpyStrided,46,0.007749
2048,Morton,46,0.034104
2048,Tiled,46,0.017090
2048,RowMajor,47,0.008630
2048,ColMajor,47,0.216368
2048,NumpyStrided,47,0.007681
2048,Morton,47,0.037488
2048,Tiled,47,0.011784
2048,RowMajor,48,0.007798
2048,ColMajor,48,0.223998
2048,NumpyStrided,48,0.008176
2048,Morton,48,0.034699
2048,Tiled,48,0.014558
2048,RowMajor,49,0.007872
2048,ColMajor,49,0.213115
2048,NumpyStrided,49,0.008563
2048,Morton,49,0.038147
2048,Tiled,49,0.010320
2048,RowMajor,50,0.007715
2048,ColMajor,50,0.216047
2048,NumpyStrided,50,0.007499
2048,Morton,50,0.033417
2048,Tiled,50,0.009229
2048,RowMajor,51,0.006358
2048,ColMajor,51,0.205681
2048,NumpyStrided,51,0.008364
2048,Morton,51,0.034783
2048,Tiled,51,0.010331
2048,RowMajor,52,0.007323
2048,ColMajor,52,0.210065
2048,NumpyStrided,52,0.008414
2048,Morton,52,0.032416
2048,Tiled,52,0.012440
2048,RowMajor,53,0.008021
2048,ColMajor,53,0.208643
2048,NumpyStrided,53,0.009648
2048,Morton,53,0.038906
2048,Tiled,53,0.011124
2048,RowMajor,54,0.006565
2048,ColMajor,54,0.231122
2048,NumpyStrided,54,0.009682
2048,Morton,54,0.035506
2048,Tiled,54,0.010959
2048,RowMajor,55,0.006903
2048,ColMajor,55,0.208539
2048,NumpyStrided,55,0.007795
2048,Morton,55,0.036503
2048,Tiled,55,0.016893
2048,RowMajor,56,0.007819
2048,ColMajor,56,0.205348
2048,NumpyStrided,56,0.008161
2048,Morton,56,0.039855
2048,Tiled,56,0.010402
2048,RowMajor,57,0.006489
2048,ColMajor,57,0.203021
2048,NumpyStrided,57,0.008194
2048,Morton,57,0.034757
2048,Tiled,57,0.011813
2048,RowMajor,58,0.006774
2048,ColMajor,58,0.202077
2048,NumpyStrided,58,0.009289
2048,Morton,58,0.034078
2048,Tiled,58,0.010030
2048,RowMajor,59,0.007374
2048,ColMajor,59,0.210882
2048,NumpyStrided,59,0.008608
2048,Morton,59,0.033278
2048,Tiled,59,0.011283
2048,RowMajor,60,0.008774
2048,ColMajor,60,0.210628
2048,NumpyStrided,60,0.008830
2048,Morton,60,0.030562
2048,Tiled,60,0.010323
2048,RowMajor,61,0.007654
2048,ColMajor,61,0.208032
2048,NumpyStrided,61,0.009544
2048,Morton,61,0.036157
2048,Tiled,61,0.010427
2048,RowMajor,62,0.007120
2048,ColMajor,62,0.208460
2048,NumpyStrided,62,0.012131
2048,Morton,62,0.037062
2048,Tiled,62,0.010182
2048,RowMajor,63,0.007398
2048,ColMajor,63,0.211303
2048,NumpyStrided,63,0.010547
2048,Morton,63,0.035725
2048,Tiled,63,0.014624
2048,RowMajor,64,0.006664
2048,ColMajor,64,0.214372
2048,NumpyStrided,64,0.010270
2048,Morton,64,0.038036
2048,Tiled,64,0.012093
2048,RowMajor,65,0.007720
2048,ColMajor,65,0.208395
2048,NumpyStrided,65,0.008426
2048,Morton,65,0.037929
2048,Tiled,65,0.012083
2048,RowMajor,66,0.006794
2048,ColMajor,66,0.202976
2048,NumpyStrided,66,0.010046
2048,Morton,66,0.038390
2048,Tiled,66,0.012765
2048,RowMajor,67,0.007007
2048,ColMajor,67,0.205732
2048,NumpyStrided,67,0.007697
2048,Morton,67,0.038518
2048,Tiled,67,0.015058
2048,RowMajor,68,0.007228
2048,ColMajor,68,0.208484
2048,NumpyStrided,68,0.007553
2048,Morton,68,0.033703
2048,Tiled,68,0.011078
2048,RowMajor,69,0.007289
2048,ColMajor,69,0.208460
2048,NumpyStrided,69,0.007963
2048,Morton,69,0.033655
2048,Tiled,69,0.010463
2048,RowMajor,70,0.006876
2048,ColMajor,70,0.215361
2048,NumpyStrided,70,0.008120
2048,Morton,70,0.036583
2048,Tiled,70,0.011218
2048,RowMajor,71,0.008235
2048,ColMajor,71,0.204277
2048,NumpyStrided,71,0.007822
2048,Morton,71,0.033730
2048,Tiled,71,0.010797
2048,RowMajor,72,0.006557
2048,ColMajor,72,0.206124
2048,NumpyStrided,72,0.009936
2048,Morton,72,0.039526
2048,Tiled,72,0.012175
2048,RowMajor,73,0.006508
2048,ColMajor,73,0.207171
2048,NumpyStrided,73,0.007655
2048,Morton,73,0.044478
2048,Tiled,73,0.011794
2048,RowMajor,74,0.008655
2048,ColMajor,74,0.212206
2048,NumpyStrided,74,0.008254
2048,Morton,74,0.044018
2048,Tiled,74,0.012114
2048,RowMajor,75,0.007418
2048,ColMajor,75,0.222333
2048,NumpyStrided,75,0.008502
2048,Morton,75,0.053957
2048,Tiled,75,0.021135
2048,RowMajor,76,0.011028
2048,ColMajor,76,0.221300
2048,NumpyStrided,76,0.008311
2048,Morton,76,0.032476
2048,Tiled,76,0.010122
2048,RowMajor,77,0.006211
2048,ColMajor,77,0.203436
2048,NumpyStrided,77,0.008562
2048,Morton,77,0.032051
2048,Tiled,77,0.009945
2048,RowMajor,78,0.006725
2048,ColMajor,78,0.200872
2048,NumpyStrided,78,0.008636
2048,Morton,78,0.029593
2048,Tiled,78,0.009678
2048,RowMajor,79,0.006018
2048,ColMajor,79,0.215185
2048,NumpyStrided,79,0.009073
2048,Morton,79,0.033574
2048,Tiled,79,0.012338
2048,RowMajor,80,0.006610
2048,ColMajor,80,0.213141
2048,NumpyStrided,80,0.009805
2048,Morton,80,0.038282
2048,Tiled,80,0.009739
2048,RowMajor,81,0.006425
2048,ColMajor,81,0.202803
2048,NumpyStrided,81,0.007947
2048,Morton,81,0.034076
2048,Tiled,81,0.009890
2048,RowMajor,82,0.006335
2048,ColMajor,82,0.210297
2048,NumpyStrided,82,0.007925
2048,Morton,82,0.032163
2048,Tiled,82,0.014430
2048,RowMajor,83,0.006762
2048,ColMajor,83,0.202597
2048,NumpyStrided,83,0.007673
2048,Morton,83,0.031356
2048,Tiled,83,0.010543
2048,RowMajor,84,0.008390
2048,ColMajor,84,0.211197
2048,NumpyStrided,84,0.010995
2048,Morton,84,0.037648
2048,Tiled,84,0.009140
2048,RowMajor,85,0.006151
2048,ColMajor,85,0.204659
2048,NumpyStrided,85,0.008419
2048,Morton,85,0.030459
2048,Tiled,85,0.011534
2048,RowMajor,86,0.006030
2048,ColMajor,86,0.218930
2048,NumpyStrided,86,0.009093
2048,Morton,86,0.031418
2048,Tiled,86,0.008468
2048,RowMajor,87,0.007041
2048,ColMajor,87,0.207131
2048,NumpyStrided,87,0.009049
2048,Morton,87,0.031105
2048,Tiled,87,0.012702
2048,RowMajor,88,0.010440
2048,ColMajor,88,0.203684
2048,NumpyStrided,88,0.010245
2048,Morton,88,0.045703
2048,Tiled,88,0.011994
2048,RowMajor,89,0.006527
2048,ColMajor,89,0.208275
2048,NumpyStrided,89,0.008250
2048,Morton,89,0.030862
2048,Tiled,89,0.008946
2048,RowMajor,90,0.006363
2048,ColMajor,90,0.210551
2048,NumpyStrided,90,0.007760
2048,Morton,90,0.038312
2048,Tiled,90,0.012003
2048,RowMajor,91,0.006658
2048,ColMajor,91,0.214400
2048,NumpyStrided,91,0.014236
2048,Morton,91,0.038255
2048,Tiled,91,0.008823
2048,RowMajor,92,0.008590
2048,ColMajor,92,0.207559
2048,NumpyStrided,92,0.009915
2048,Morton,92,0.031052
2048,Tiled,92,0.011496
2048,RowMajor,93,0.007403
2048,ColMajor,93,0.207208
2048,NumpyStrided,93,0.009524
2048,Morton,93,0.035703
2048,Tiled,93,0.012932
2048,RowMajor,94,0.006268
2048,ColMajor,94,0.216715
2048,NumpyStrided,94,0.008262
2048,Morton,94,0.032748
2048,Tiled,94,0.017238
2048,RowMajor,95,0.006765
2048,ColMajor,95,0.220554
2048,NumpyStrided,95,0.007985
2048,Morton,95,0.033106
2048,Tiled,95,0.008353
2048,RowMajor,96,0.009895
2048,ColMajor,96,0.219221
2048,NumpyStrided,96,0.009239
2048,Morton,96,0.034036
2048,Tiled,96,0.008964
2048,RowMajor,97,0.006489
2048,ColMajor,97,0.208589
2048,NumpyStrided,97,0.008893
2048,Morton,97,0.029867
2048,Tiled,97,0.008957
2048,RowMajor,98,0.006319
2048,ColMajor,98,0.203130
2048,NumpyStrided,98,0.008947
2048,Morton,98,0.042763
2048,Tiled,98,0.010485
2048,RowMajor,99,0.006235
2048,ColMajor,99,0.205519
2048,NumpyStrided,99,0.007680
2048,Morton,99,0.030610
2048,Tiled,99,0.008624
2048,RowMajor,100,0.007383
2048,ColMajor,100,0.204428
2048,NumpyStrided,100,0.008666
2048,Morton,100,0.037941
2048,Tiled,100,0.008457
2048,RowMajor,101,0.006677
2048,ColMajor,101,0.198413
2048,NumpyStrided,101,0.007967
2048,Morton,101,0.030462
2048,Tiled,101,0.010608
2048,RowMajor,102,0.006513
2048,ColMajor,102,0.215029
2048,NumpyStrided,102,0.007454
2048,Morton,102,0.033504
2048,Tiled,102,0.009142
2048,RowMajor,103,0.006883
2048,ColMajor,103,0.206670
2048,NumpyStrided,103,0.008416
2048,Morton,103,0.033295
2048,Tiled,103,0.008808
2048,RowMajor,104,0.006098
2048,ColMajor,104,0.207060
2048,NumpyStrided,104,0.007870
2048,Morton,104,0.033185
2048,Tiled,104,0.008441
2048,RowMajor,105,0.006376
2048,ColMajor,105,0.203412
2048,NumpyStrided,105,0.007869
2048,Morton,105,0.028754
2048,Tiled,105,0.011386
2048,RowMajor,106,0.006443
2048,ColMajor,106,0.203169
2048,NumpyStrided,106,0.008052
2048,Morton,106,0.030256
2048,Tiled,106,0.010881
2048,RowMajor,107,0.005962
2048,ColMajor,107,0.208783
2048,NumpyStrided,107,0.007728
2048,Morton,107,0.038794
2048,Tiled,107,0.015414
2048,RowMajor,108,0.007506
2048,ColMajor,108,0.211795
2048,NumpyStrided,108,0.010254
2048,Morton,108,0.030594
2048,Tiled,108,0.008915
2048,RowMajor,109,0.008266
2048,ColMajor,109,0.225466
2048,NumpyStrided,109,0.008357
2048,Morton,109,0.032784
2048,Tiled,109,0.008877
2048,RowMajor,110,0.008068
2048,ColMajor,110,0.204206
2048,NumpyStrided,110,0.007858
2048,Morton,110,0.029623
2048,Tiled,110,0.013355
2048,RowMajor,111,0.005975
2048,ColMajor,111,0.206766
2048,NumpyStrided,111,0.008956
2048,Morton,111,0.029132
2048,Tiled,111,0.010207
2048,RowMajor,112,0.006155
2048,ColMajor,112,0.201821
2048,NumpyStrided,112,0.009170
2048,Morton,112,0.031409
2048,Tiled,112,0.009086
2048,RowMajor,113,0.009218
2048,ColMajor,113,0.198956
2048,NumpyStrided,113,0.008638
2048,Morton,113,0.032364
2048,Tiled,113,0.008985
2048,RowMajor,114,0.006887
2048,ColMajor,114,0.199371
2048,NumpyStrided,114,0.009084
2048,Morton,114,0.035311
2048,Tiled,114,0.011469
2048,RowMajor,115,0.006109
2048,ColMajor,115,0.205855
2048,NumpyStrided,115,0.009550
2048,Morton,115,0.033805
2048,Tiled,115,0.010649
2048,RowMajor,116,0.008037
2048,ColMajor,116,0.201617
2048,NumpyStrided,116,0.009625
2048,Morton,116,0.034353
2048,Tiled,116,0.011235
2048,RowMajor,117,0.006389
2048,ColMajor,117,0.209750
2048,NumpyStrided,117,0.009531
2048,Morton,117,0.033108
2048,Tiled,117,0.009326
2048,RowMajor,118,0.006719
2048,ColMajor,118,0.198548
2048,NumpyStrided,118,0.009673
2048,Morton,118,0.042931
2048,Tiled,118,0.011578
2048,RowMajor,119,0.006229
2048,ColMajor,119,0.193802
2048,NumpyStrided,119,0.007506
2048,Morton,119,0.032799
2048,Tiled,119,0.009043
2048,RowMajor,120,0.006230
2048,ColMajor,120,0.199979
2048,NumpyStrided,120,0.010060
2048,Morton,120,0.036775
2048,Tiled,120,0.009156
2048,RowMajor,121,0.006712
2048,ColMajor,121,0.219611
2048,NumpyStrided,121,0.008436
2048,Morton,121,0.030353
2048,Tiled,121,0.012853
2048,RowMajor,122,0.007200
2048,ColMajor,122,0.201170
2048,NumpyStrided,122,0.008643
2048,Morton,122,0.038498
2048,Tiled,122,0.011972
2048,RowMajor,123,0.006347
2048,ColMajor,123,0.217838
2048,NumpyStrided,123,0.008154
2048,Morton,123,0.027558
2048,Tiled,123,0.009668
2048,RowMajor,124,0.006493
2048,ColMajor,124,0.203106
2048,NumpyStrided,124,0.008015
2048,Morton,124,0.030023
2048,Tiled,124,0.010040
2048,RowMajor,125,0.006560
2048,ColMajor,125,0.208700
2048,NumpyStrided,125,0.008061
2048,Morton,125,0.036790
2048,Tiled,125,0.010767
2048,RowMajor,126,0.008321
2048,ColMajor,126,0.209335
2048,NumpyStrided,126,0.008355
2048,Morton,126,0.036051
2048,Tiled,126,0.008530
2048,RowMajor,127,0.006411
2048,ColMajor,127,0.214146
2048,NumpyStrided,127,0.008386
2048,Morton,127,0.033369
2048,Tiled,127,0.008828
2048,RowMajor,128,0.006184
2048,ColMajor,128,0.208278
2048,NumpyStrided,128,0.009840
2048,Morton,128,0.030998
2048,Tiled,128,0.009686
2048,RowMajor,129,0.006342
2048,ColMajor,129,0.209214
2048,NumpyStrided,129,0.008533
2048,Morton,129,0.031432
2048,Tiled,129,0.008714
2048,RowMajor,130,0.007205
2048,ColMajor,130,0.204885
2048,NumpyStrided,130,0.012033
2048,Morton,130,0.035433
2048,Tiled,130,0.011777
2048,RowMajor,131,0.006768
2048,ColMajor,131,0.216962
2048,NumpyStrided,131,0.007847
2048,Morton,131,0.036509
2048,Tiled,131,0.009658
2048,RowMajor,132,0.007268
2048,ColMajor,132,0.208021
2048,NumpyStrided,132,0.008749
2048,Morton,132,0.029405
